N,Newton,Jacobiana,Gauss
32,0.2745
64,0.2798
128,0.2572
256,0.2431
512,0.2487
1000,0.2404
2000,0.2196
4000,0.2301
8000,0.2569
9000,0.2565
10000,0.2631
20000,0.2722
